data/k,data/distancia,data/algoritmo,data/tempo,data/precisao_maior,data/precisao_menor,data/precisao_media,data/precisao_desvio_padrao,data/precisao_p25,data/precisao_p50,data/precisao_p75
5,cityblock,distance,0.23700237274169922,0.9824561403508771,0.9210526315789473,0.9605263157894737,0.018504406236604383,0.9495614035087718,0.9692982456140351,0.9736842105263158
6,minkowski,uniform,0.18102145195007324,0.9649122807017544,0.9122807017543859,0.9315789473684211,0.015091798714109882,0.9210526315789473,0.9254385964912281,0.9385964912280702
6,minkowski,uniform,0.1840064525604248,0.9912280701754386,0.9385964912280702,0.968421052631579,0.015294382258037439,0.9649122807017544,0.9692982456140351,0.9802631578947368
6,minkowski,distance,0.22497177124023438,0.956140350877193,0.8947368421052632,0.9307017543859649,0.018996848971673426,0.9232456140350878,0.9342105263157895,0.9385964912280702
6,minkowski,distance,0.23200106620788574,0.9912280701754386,0.9385964912280702,0.968421052631579,0.014782718900309388,0.9583333333333333,0.9692982456140351,0.9802631578947368
6,cityblock,uniform,0.17699718475341797,0.9649122807017544,0.9035087719298246,0.9324561403508772,0.01619840816896437,0.9210526315789473,0.9342105263157895,0.9385964912280702
6,cityblock,uniform,0.17100024223327637,0.9736842105263158,0.9385964912280702,0.9614035087719298,0.010526315789473693,0.956140350877193,0.9605263157894737,0.9714912280701755
6,cityblock,distance,0.22700166702270508,0.9649122807017544,0.8947368421052632,0.9298245614035089,0.02481076425215956,0.9078947368421053,0.9342105263157895,0.9451754385964912
6,cityblock,distance,0.23200154304504395,0.9824561403508771,0.9385964912280702,0.9692982456140349,0.016758748398721744,0.9539473684210527,0.9780701754385965,0.9824561403508771
7,minkowski,uniform,0.20800161361694336,0.9649122807017544,0.8859649122807017,0.9210526315789475,0.024182541670333724,0.8991228070175439,0.9210526315789473,0.9364035087719298
7,minkowski,uniform,0.18399715423583984,1,0.9385964912280702,0.9692982456140351,0.01675874839872175,0.9583333333333333,0.9692982456140351,0.9736842105263158
7,minkowski,distance,0.22500133514404297,0.9649122807017544,0.9035087719298246,0.9359649122807019,0.01963423621543806,0.9232456140350878,0.9342105263157895,0.9473684210526315
7,minkowski,distance,0.22900009155273438,0.9824561403508771,0.8947368421052632,0.9570175438596491,0.0246395998336634,0.9583333333333333,0.9649122807017544,0.9714912280701755
7,cityblock,uniform,0.17800211906433105,0.956140350877193,0.9298245614035088,0.9421052631578949,0.010526315789473667,0.9320175438596492,0.9385964912280702,0.9539473684210527
7,cityblock,uniform,0.17502236366271973,0.9824561403508771,0.9298245614035088,0.9640350877192982,0.01591083960282198,0.956140350877193,0.9692982456140351,0.9736842105263158
7,cityblock,distance,0.22797250747680664,0.9736842105263158,0.9122807017543859,0.9412280701754385,0.01521872944991007,0.9320175438596492,0.9429824561403508,0.9473684210526315
7,cityblock,distance,0.23600220680236816,0.9824561403508771,0.9473684210526315,0.9666666666666666,0.013475694294506332,0.956140350877193,0.9692982456140351,0.9802631578947368
8,minkowski,uniform,0.19100069999694824,0.956140350877193,0.9035087719298246,0.9324561403508772,0.018421052631578942,0.9144736842105263,0.9342105263157895,0.9473684210526315
8,minkowski,uniform,0.19500112533569336,0.9824561403508771,0.9473684210526315,0.9605263157894738,0.011267747876022057,0.9495614035087718,0.9605263157894737,0.9649122807017544
8,minkowski,distance,0.22899937629699707,0.9385964912280702,0.8771929824561403,0.9201754385964913,0.020175438596491253,0.9122807017543859,0.9254385964912281,0.9385964912280702
8,minkowski,distance,0.23600101470947266,0.9824561403508771,0.9122807017543859,0.9596491228070174,0.0196929336145997,0.9495614035087718,0.9649122807017544,0.9714912280701755
8,cityblock,uniform,0.18999791145324707,0.9736842105263158,0.9035087719298246,0.9368421052631579,0.024748659613448923,0.9144736842105263,0.9385964912280702,0.9605263157894737
8,cityblock,uniform,0.2070298194885254,0.9824561403508771,0.9385964912280702,0.9631578947368421,0.017009403008478332,0.9495614035087718,0.9649122807017544,0.9802631578947368
8,cityblock,distance,0.23497247695922852,0.956140350877193,0.9122807017543859,0.9342105263157894,0.013157894736842106,0.9232456140350878,0.9342105263157895,0.9451754385964912
8,cityblock,distance,0.2850027084350586,0.9824561403508771,0.9385964912280702,0.9675438596491229,0.012436356911191061,0.9649122807017544,0.9692982456140351,0.9736842105263158
9,minkowski,uniform,0.20999765396118164,0.956140350877193,0.9122807017543859,0.9368421052631579,0.012280701754385967,0.9320175438596492,0.9385964912280702,0.9451754385964912
9,minkowski,uniform,0.1979970932006836,0.9824561403508771,0.9473684210526315,0.9631578947368421,0.010229740166395275,0.9583333333333333,0.9649122807017544,0.9649122807017544
9,minkowski,distance,0.231001615524292,0.9649122807017544,0.8947368421052632,0.9263157894736841,0.02045948033279053,0.9122807017543859,0.9254385964912281,0.9385964912280702
9,minkowski,distance,0.2370014190673828,1,0.9298245614035088,0.968421052631579,0.02260368197671074,0.9517543859649122,0.9692982456140351,0.9890350877192982
9,cityblock,uniform,0.17399930953979492,0.9736842105263158,0.9035087719298246,0.9350877192982455,0.01889531511275265,0.9232456140350878,0.9385964912280702,0.9451754385964912
9,cityblock,uniform,0.1639997959136963,0.9824561403508771,0.9298245614035088,0.963157894736842,0.015593323539150166,0.9517543859649122,0.9692982456140351,0.9736842105263158
9,cityblock,distance,0.22397279739379883,0.9736842105263158,0.868421052631579,0.9324561403508772,0.02633040529790111,0.9254385964912281,0.9385964912280702,0.9451754385964912
9,cityblock,distance,0.2349989414215088,0.9824561403508771,0.956140350877193,0.9728070175438596,0.008275422045663675,0.9671052631578947,0.9736842105263158,0.9802631578947368
10,minkowski,uniform,0.18799734115600586,0.9736842105263158,0.8947368421052632,0.9394736842105263,0.02128887912195017,0.9320175438596492,0.9473684210526315,0.9473684210526315
10,minkowski,uniform,0.20399951934814453,0.9912280701754386,0.9473684210526315,0.9719298245614034,0.013475694294506332,0.9649122807017544,0.9736842105263158,0.9802631578947368
10,minkowski,distance,0.2220020294189453,0.9824561403508771,0.9210526315789473,0.9456140350877194,0.016079212964757315,0.9385964912280702,0.9429824561403508,0.9539473684210527
10,minkowski,distance,0.22900009155273438,0.9912280701754386,0.9385964912280702,0.9692982456140351,0.01427966718956113,0.9649122807017544,0.9692982456140351,0.9802631578947368
10,cityblock,uniform,0.1720120906829834,0.9649122807017544,0.9035087719298246,0.9368421052631579,0.019536015308175506,0.9210526315789473,0.9385964912280702,0.9473684210526315
10,cityblock,uniform,0.17399954795837402,1,0.9473684210526315,0.9719298245614036,0.01700940300847835,0.9583333333333333,0.9649122807017544,0.9890350877192982
10,cityblock,distance,0.226973295211792,0.9736842105263158,0.9210526315789473,0.9473684210526316,0.01754385964912282,0.9385964912280702,0.9473684210526315,0.956140350877193
10,cityblock,distance,0.2350010871887207,0.9912280701754386,0.9385964912280702,0.9649122807017545,0.016174639398759436,0.9583333333333333,0.9649122807017544,0.9736842105263158
11,minkowski,uniform,0.2000281810760498,0.9736842105263158,0.8859649122807017,0.9289473684210525,0.02432530635765273,0.9122807017543859,0.9254385964912281,0.9451754385964912
11,minkowski,uniform,0.1809995174407959,0.9912280701754386,0.9298245614035088,0.968421052631579,0.01848360307518023,0.9583333333333333,0.9736842105263157,0.9824561403508771
11,minkowski,distance,0.22797369956970215,0.9736842105263158,0.9035087719298246,0.9403508771929824,0.02411881944713601,0.9232456140350878,0.9342105263157895,0.9627192982456141
11,minkowski,distance,0.23400139808654785,0.9912280701754386,0.9473684210526315,0.9710526315789473,0.016198408168964375,0.9583333333333333,0.9736842105263157,0.9824561403508771
11,cityblock,uniform,0.18399715423583984,0.9736842105263158,0.9035087719298246,0.9315789473684211,0.02379764906359743,0.9144736842105263,0.9210526315789473,0.9473684210526315
11,cityblock,uniform,0.17102861404418945,0.9824561403508771,0.9210526315789473,0.9578947368421054,0.015091798714109872,0.956140350877193,0.9605263157894737,0.9649122807017544
11,cityblock,distance,0.22696995735168457,0.956140350877193,0.9035087719298246,0.9359649122807019,0.0175657757846498,0.9232456140350878,0.9429824561403508,0.9473684210526315
11,cityblock,distance,0.2350001335144043,0.9824561403508771,0.9473684210526315,0.9640350877192982,0.009962997097895228,0.956140350877193,0.9649122807017544,0.9714912280701755
12,minkowski,uniform,0.19800257682800293,1,0.8859649122807017,0.9359649122807017,0.0280290268573166,0.9232456140350878,0.9385964912280702,0.9385964912280702
12,minkowski,uniform,0.182999849319458,0.9824561403508771,0.9473684210526315,0.9622807017543857,0.011130331175832927,0.956140350877193,0.9605263157894737,0.9714912280701755
12,minkowski,distance,0.2389993667602539,0.9385964912280702,0.8859649122807017,0.9192982456140351,0.017455919949238966,0.9122807017543859,0.9210526315789473,0.9364035087719298
12,minkowski,distance,0.23599886894226074,0.9824561403508771,0.9473684210526315,0.9649122807017543,0.01240538212607979,0.956140350877193,0.9649122807017544,0.9736842105263158
12,cityblock,uniform,0.18699932098388672,0.9649122807017544,0.9122807017543859,0.9315789473684211,0.01992599419579045,0.9122807017543859,0.9254385964912281,0.9517543859649122
12,cityblock,uniform,0.1859755516052246,0.9736842105263158,0.9298245614035088,0.9543859649122808,0.015091798714109872,0.9429824561403509,0.9605263157894737,0.9649122807017544
12,cityblock,distance,0.22800064086914062,0.9649122807017544,0.8771929824561403,0.9350877192982457,0.024561403508771937,0.9232456140350878,0.9342105263157895,0.956140350877193
12,cityblock,distance,0.2349987030029297,0.9824561403508771,0.9473684210526315,0.962280701754386,0.010416089550033272,0.956140350877193,0.956140350877193,0.9714912280701755
13,minkowski,uniform,0.2109978199005127,0.956140350877193,0.9035087719298246,0.9289473684210525,0.01685032694061276,0.9144736842105263,0.9298245614035088,0.9364035087719298
13,minkowski,uniform,0.1790318489074707,0.9736842105263158,0.9298245614035088,0.9587719298245615,0.011801424602696247,0.956140350877193,0.9649122807017544,0.9649122807017544
13,minkowski,distance,0.22497034072875977,0.9824561403508771,0.9122807017543859,0.9394736842105263,0.019790375741541185,0.9298245614035088,0.9385964912280702,0.9473684210526315
13,minkowski,distance,0.22699928283691406,0.9824561403508771,0.9473684210526315,0.9640350877192982,0.01070750492608219,0.956140350877193,0.9649122807017544,0.9649122807017544
13,cityblock,uniform,0.17799901962280273,0.9824561403508771,0.9210526315789473,0.9438596491228071,0.018895315112752636,0.9298245614035088,0.9429824561403508,0.9539473684210527
13,cityblock,uniform,0.1810314655303955,0.9912280701754386,0.9035087719298246,0.956140350877193,0.022191422176620203,0.9473684210526315,0.956140350877193,0.9714912280701755
13,cityblock,distance,0.22597289085388184,0.9912280701754386,0.9298245614035088,0.9508771929824562,0.021198326269464145,0.9320175438596492,0.9429824561403508,0.9627192982456141
13,cityblock,distance,0.2350015640258789,0.9912280701754386,0.956140350877193,0.9710526315789473,0.011801424602696235,0.9583333333333333,0.9736842105263158,0.9802631578947368
14,minkowski,uniform,0.17999911308288574,0.9649122807017544,0.8859649122807017,0.9245614035087719,0.024561403508771923,0.9078947368421053,0.9210526315789473,0.9429824561403508
14,minkowski,uniform,0.19702458381652832,1,0.9385964912280702,0.9675438596491228,0.019238344034615176,0.956140350877193,0.9736842105263158,0.9736842105263158
14,minkowski,distance,0.2290022373199463,0.956140350877193,0.8859649122807017,0.9350877192982457,0.01969293361459969,0.9298245614035088,0.9342105263157895,0.9517543859649122
14,minkowski,distance,0.2579982280731201,0.9912280701754386,0.9473684210526315,0.9631578947368421,0.015091798714109886,0.9473684210526315,0.9649122807017544,0.9714912280701755
14,cityblock,uniform,0.20902585983276367,0.956140350877193,0.8947368421052632,0.9350877192982457,0.02456140350877192,0.9166666666666666,0.9473684210526316,0.956140350877193
14,cityblock,uniform,0.18197393417358398,0.9824561403508771,0.9035087719298246,0.9526315789473685,0.021198326269464145,0.9407894736842105,0.956140350877193,0.9649122807017544
14,cityblock,distance,0.2240006923675537,0.9736842105263158,0.9035087719298246,0.9403508771929825,0.025362863675089414,0.9210526315789473,0.9342105263157895,0.9649122807017544
14,cityblock,distance,0.24700260162353516,0.9736842105263158,0.9298245614035088,0.9587719298245613,0.016198408168964378,0.9429824561403509,0.9649122807017544,0.9736842105263158
15,minkowski,uniform,0.21000146865844727,0.956140350877193,0.9035087719298246,0.9271929824561402,0.01712212394380977,0.9144736842105263,0.9210526315789473,0.9364035087719298
15,minkowski,uniform,0.20200061798095703,0.9736842105263158,0.9210526315789473,0.95,0.015218729449910066,0.9407894736842105,0.956140350877193,0.956140350877193
15,minkowski,distance,0.23799991607666016,0.9824561403508771,0.9122807017543859,0.9350877192982455,0.024561403508771937,0.9122807017543859,0.9254385964912281,0.9539473684210527
15,minkowski,distance,0.2349996566772461,0.9736842105263158,0.9385964912280702,0.9570175438596491,0.01070750492608221,0.9473684210526315,0.9605263157894737,0.9649122807017544
15,cityblock,uniform,0.18600177764892578,0.956140350877193,0.8771929824561403,0.9289473684210525,0.02432530635765271,0.9210526315789473,0.9385964912280702,0.9473684210526315
15,cityblock,uniform,0.1960279941558838,0.9824561403508771,0.9298245614035088,0.956140350877193,0.014144311839120266,0.9473684210526315,0.956140350877193,0.9627192982456141
15,cityblock,distance,0.23596930503845215,0.956140350877193,0.9122807017543859,0.9333333333333333,0.012528821804461148,0.9232456140350878,0.9342105263157895,0.9385964912280702
15,cityblock,distance,0.23900079727172852,0.9824561403508771,0.9473684210526315,0.9657894736842106,0.012059409723567992,0.956140350877193,0.9649122807017544,0.9780701754385964
16,minkowski,uniform,0.1889972686767578,0.9736842105263158,0.8859649122807017,0.9307017543859649,0.023684210526315794,0.9166666666666666,0.9342105263157895,0.9451754385964912
16,minkowski,uniform,0.2399756908416748,0.9824561403508771,0.9210526315789473,0.9552631578947368,0.018996848971673433,0.9429824561403509,0.956140350877193,0.9714912280701755
16,minkowski,distance,0.2239985466003418,0.956140350877193,0.9035087719298246,0.9385964912280702,0.01617463939875943,0.9298245614035088,0.9385964912280702,0.9539473684210527
16,minkowski,distance,0.2330007553100586,0.9912280701754386,0.9210526315789473,0.9587719298245615,0.019634236215438073,0.9473684210526315,0.9605263157894737,0.9736842105263158
16,cityblock,uniform,0.17800116539001465,0.9649122807017544,0.8771929824561403,0.9192982456140351,0.029824561403508792,0.8991228070175439,0.9166666666666666,0.9364035087719298
16,cityblock,uniform,0.18599772453308105,0.9824561403508771,0.9210526315789473,0.9491228070175438,0.016079212964757318,0.9385964912280702,0.9473684210526315,0.956140350877193
16,cityblock,distance,0.24300169944763184,0.956140350877193,0.8859649122807017,0.9333333333333333,0.017631360738808582,0.9298245614035088,0.9385964912280702,0.9385964912280702
16,cityblock,distance,0.23801946640014648,0.9736842105263158,0.9035087719298246,0.950877192982456,0.024246096422956595,0.9473684210526315,0.9517543859649122,0.9736842105263158
17,minkowski,uniform,0.20100092887878418,0.9473684210526315,0.8771929824561403,0.9184210526315788,0.017122123943809776,0.9122807017543859,0.9210526315789473,0.9276315789473684
17,minkowski,uniform,0.21000003814697266,0.9824561403508771,0.9385964912280702,0.9614035087719298,0.015294382258037434,0.9495614035087718,0.9649122807017544,0.9714912280701755
17,minkowski,distance,0.216996431350708,0.9736842105263158,0.9035087719298246,0.9412280701754385,0.021859536481363354,0.9232456140350878,0.9429824561403508,0.956140350877193
17,minkowski,distance,0.23000550270080566,0.9824561403508771,0.9298245614035088,0.9596491228070174,0.018062509019275436,0.9407894736842105,0.9692982456140351,0.9736842105263158
17,cityblock,uniform,0.1810011863708496,0.9649122807017544,0.9122807017543859,0.9324561403508772,0.015716204269446435,0.9210526315789473,0.9342105263157895,0.9385964912280702
17,cityblock,uniform,0.1740279197692871,0.9824561403508771,0.9298245614035088,0.9517543859649121,0.014808721943977296,0.9407894736842105,0.9473684210526315,0.9627192982456141
17,cityblock,distance,0.23096966743469238,0.9649122807017544,0.8947368421052632,0.9307017543859649,0.018996848971673436,0.9210526315789473,0.9254385964912281,0.9385964912280702
17,cityblock,distance,0.2330012321472168,0.9824561403508771,0.9210526315789473,0.9535087719298246,0.020402988332654384,0.9385964912280702,0.956140350877193,0.9692982456140351
18,minkowski,uniform,0.19003009796142578,0.9736842105263158,0.8859649122807017,0.930701754385965,0.024006898567375454,0.9210526315789473,0.9298245614035088,0.9451754385964912
18,minkowski,uniform,0.21500253677368164,0.9649122807017544,0.9122807017543859,0.9482456140350879,0.0154196454660061,0.9407894736842105,0.9473684210526315,0.9627192982456141
18,minkowski,distance,0.2349703311920166,0.956140350877193,0.9122807017543859,0.9324561403508771,0.013617697101982476,0.9210526315789473,0.9298245614035088,0.9451754385964912
18,minkowski,distance,0.22799968719482422,0.9736842105263158,0.9385964912280702,0.9587719298245615,0.012436356911191077,0.9495614035087718,0.9649122807017544,0.9649122807017544
18,cityblock,uniform,0.18402981758117676,0.9473684210526315,0.8771929824561403,0.9236842105263159,0.023878346647045967,0.9144736842105263,0.9298245614035088,0.9451754385964912
18,cityblock,uniform,0.17596888542175293,0.9824561403508771,0.9298245614035088,0.9508771929824562,0.018895315112752643,0.9320175438596492,0.9473684210526315,0.9692982456140351
18,cityblock,distance,0.23197364807128906,0.956140350877193,0.9035087719298246,0.9280701754385964,0.01655084409132736,0.9210526315789473,0.9254385964912281,0.9385964912280702
18,cityblock,distance,0.252000093460083,0.9736842105263158,0.9298245614035088,0.9605263157894737,0.014279667189561149,0.9583333333333333,0.9649122807017544,0.9714912280701755
19,minkowski,uniform,0.19402241706848145,0.956140350877193,0.8947368421052632,0.9254385964912281,0.019712460573898437,0.9122807017543859,0.9210526315789473,0.9451754385964912
19,minkowski,uniform,0.20300626754760742,0.9912280701754386,0.9210526315789473,0.9552631578947368,0.021288879121950162,0.9385964912280702,0.9517543859649122,0.9714912280701755
19,minkowski,distance,0.23096752166748047,0.9473684210526315,0.868421052631579,0.9122807017543859,0.024498666743454276,0.8903508771929824,0.9166666666666666,0.9298245614035088
19,minkowski,distance,0.2330002784729004,0.9912280701754386,0.9298245614035088,0.9552631578947368,0.01685032694061276,0.9473684210526315,0.9517543859649122,0.9627192982456141
19,cityblock,uniform,0.18402910232543945,0.9473684210526315,0.868421052631579,0.9184210526315791,0.021859536481363344,0.9057017543859649,0.9210526315789473,0.9364035087719298
19,cityblock,uniform,0.192000150680542,0.9736842105263158,0.9210526315789473,0.9491228070175438,0.01655084409132738,0.9385964912280702,0.9429824561403508,0.9627192982456141
19,cityblock,distance,0.2289717197418213,0.9473684210526315,0.8771929824561403,0.9245614035087719,0.019298245614035096,0.9210526315789473,0.9254385964912281,0.9364035087719298
19,cityblock,distance,0.24399995803833008,1,0.9298245614035088,0.9614035087719299,0.018062509019275436,0.956140350877193,0.9649122807017544,0.9649122807017544
20,minkowski,uniform,0.1959998607635498,0.956140350877193,0.8947368421052632,0.9324561403508772,0.017998495200599287,0.9210526315789473,0.9342105263157895,0.9451754385964912
20,minkowski,uniform,0.20503473281860352,0.9824561403508771,0.9210526315789473,0.9543859649122807,0.015593323539150161,0.9473684210526315,0.956140350877193,0.956140350877193
20,minkowski,distance,0.24197101593017578,0.9649122807017544,0.8947368421052632,0.9245614035087719,0.020459480332790516,0.9078947368421053,0.9210526315789473,0.9364035087719298
20,minkowski,distance,0.23400044441223145,0.9736842105263158,0.8947368421052632,0.944736842105263,0.022552561635407795,0.9407894736842105,0.956140350877193,0.956140350877193
20,cityblock,uniform,0.19002294540405273,0.956140350877193,0.8859649122807017,0.9263157894736842,0.02360284920539247,0.9057017543859649,0.9385964912280702,0.9451754385964912
20,cityblock,uniform,0.22397732734680176,0.9736842105263158,0.9122807017543859,0.944736842105263,0.019238344034615197,0.9320175438596492,0.9429824561403508,0.9627192982456141
20,cityblock,distance,0.23099899291992188,0.9649122807017544,0.868421052631579,0.9219298245614034,0.029211975097099486,0.9057017543859649,0.9166666666666666,0.9429824561403508
20,cityblock,distance,0.2370011806488037,0.9649122807017544,0.9035087719298246,0.9456140350877194,0.018731716231633864,0.9320175438596492,0.956140350877193,0.956140350877193
21,minkowski,uniform,0.1820206642150879,0.9649122807017544,0.8859649122807017,0.9289473684210525,0.024639599833663393,0.9078947368421053,0.9298245614035088,0.9473684210526315
21,minkowski,uniform,0.18699955940246582,0.9824561403508771,0.9210526315789473,0.9552631578947368,0.021288879121950162,0.9385964912280702,0.956140350877193,0.9736842105263158
21,minkowski,distance,0.23597097396850586,0.9649122807017544,0.9210526315789473,0.9412280701754387,0.01361769710198247,0.9298245614035088,0.9385964912280702,0.9539473684210527
21,minkowski,distance,0.2479994297027588,0.9912280701754386,0.9385964912280702,0.9675438596491228,0.01842105263157892,0.956140350877193,0.9736842105263157,0.9824561403508771
21,cityblock,uniform,0.19400405883789062,0.9736842105263158,0.8859649122807017,0.9298245614035088,0.024498666743454287,0.9144736842105263,0.9298245614035088,0.9451754385964912
21,cityblock,uniform,0.18602633476257324,0.9736842105263158,0.9298245614035088,0.9473684210526315,0.016174639398759454,0.9385964912280702,0.9385964912280702,0.9605263157894737
21,cityblock,distance,0.23096680641174316,0.9649122807017544,0.9035087719298246,0.9289473684210527,0.018587386052997448,0.9122807017543859,0.9298245614035088,0.9429824561403508
21,cityblock,distance,0.2370002269744873,0.9824561403508771,0.9385964912280702,0.962280701754386,0.014704433872140533,0.9495614035087718,0.9605263157894737,0.9736842105263158
22,minkowski,uniform,0.20799493789672852,0.9649122807017544,0.868421052631579,0.9245614035087719,0.02940886774428107,0.9122807017543859,0.9210526315789473,0.9495614035087719
